r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,start_time
17,8,55,28,87,18,106,57,5,16,False,1495447528
34,77,60,86,7,1,17,65,28,37,True,1495523648
59,49,57,64,111,25,70,98,83,27,False,1495606004
11,8,102,84,37,93,74,51,32,75,True,1495608993
25,8,41,51,5,76,18,16,50,107,True,1496728912
34,77,60,65,86,49,55,67,64,16,True,1495091695
25,15,16,85,3,35,99,90,65,23,True,1495965359
18,34,2,86,60,77,43,29,51,27,False,1496901820
109,46,100,5,23,11,8,51,85,20,False,1494918390
8,34,108,83,87,25,95,55,16,37,False,1495433005
18,8,55,37,83,106,99,63,16,30,True,1495274391
80,34,99,86,91,98,8,25,64,16,False,1495875971
19,70,65,107,37,95,94,57,5,71,True,1494745478
13,54,55,32,87,8,39,16,51,58,True,1496904769
109,49,51,64,114,48,17,104,28,86,True,1495187087
46,54,55,27,28,25,41,16,100,111,True,1495530045
93,25,65,28,27,46,102,81,16,5,True,1495263749
95,106,97,107,5,18,25,51,60,37,True,1494914688
63,25,40,16,5,46,77,65,86,83,False,1495951252
18,39,57,16,5,25,70,51,27,23,True,1497093496
74,54,110,2,83,11,8,65,16,27,True,1495702855
46,70,88,16,64,48,25,62,87,57,True,1495962014
18,8,90,65,32,106,77,55,75,28,True,1496401166
39,8,28,20,32,18,106,55,62,87,False,1495270954
76,54,97,9,30,95,17,32,51,5,False,1495184533
8,74,7,51,87,44,20,57,5,88,False,1496037701
18,70,2,28,75,95,106,97,88,64,False,1495692251
109,25,33,83,50,11,93,51,7,5,True,1495098119
59,34,102,5,111,25,95,55,32,30,True,1494838867
46,55,72,28,87,18,106,13,60,5,False,1496731951
77,49,99,90,83,98,25,60,16,87,True,1495881898
106,10,104,14,30,18,76,7,5,86,False,1495015850
11,67,16,84,37,34,48,51,83,101,True,1495177058
70,11,41,66,5,89,25,30,51,88,False,1496999008
67,11,64,7,16,46,18,65,23,27,True,1495346684
11,80,51,5,100,8,39,55,37,107,True,1495695440
109,106,57,87,37,63,35,55,16,5,True,1494754781
25,18,29,87,83,8,34,55,64,86,False,1495792510
54,74,16,37,23,77,43,88,60,50,False,1494750925
109,39,65,88,30,74,93,51,87,32,False,1495357288
48,25,29,51,37,8,39,16,5,107,True,1496653282
11,70,51,20,27,18,39,88,92,107,False,1496041130
104,106,98,5,88,48,46,55,83,27,False,1494925484
18,39,55,92,71,25,63,65,50,83,True,1495789392
76,40,114,57,87,9,25,4,27,51,False,1507634429
43,77,29,27,23,18,25,65,60,5,False,1496642663
99,11,13,90,83,76,56,41,16,5,False,1496213735
18,76,51,64,83,74,70,57,16,5,True,1495087410
25,8,97,30,32,18,39,29,86,83,False,1496221387
39,95,60,87,16,11,77,51,5,107,False,1495620254
46,63,102,16,3,25,70,65,92,107,True,1495260354
46,81,65,26,83,25,70,104,5,32,True,1495865082
34,77,69,60,86,67,27,106,98,16,True,1495352365
48,25,29,83,3,44,67,97,5,62,True,1495444041
18,39,16,62,30,13,77,57,23,5,False,1496815373
18,70,65,28,75,106,104,97,66,112,True,1495001073
8,106,97,88,111,18,15,65,71,86,True,1496312662
46,8,65,71,37,54,43,23,88,5,True,1496224779
109,57,16,20,5,11,70,96,86,107,False,1494828734
25,20,64,29,83,1,39,65,16,50,True,1495782678
39,46,104,75,107,11,42,7,51,30,False,1497003698
8,25,108,28,27,54,106,55,87,83,False,1495174087
18,11,29,60,5,25,9,107,86,88,True,1495011770
17,8,55,16,5,34,77,86,65,60,False,1496383387
15,55,8,83,87,99,39,29,88,5,True,1496128562
6,39,13,65,83,74,55,18,62,86,True,1497074451
13,109,51,114,30,93,104,55,5,107,False,1494841938
56,41,13,32,30,80,99,7,64,91,True,1497006875
46,8,55,5,23,18,57,43,16,37,False,1495103659
10,74,57,14,5,109,106,65,37,32,True,1494832183
46,54,55,83,87,25,18,7,60,5,False,1497089733
106,54,92,51,107,46,8,29,88,27,False,1495519504
48,25,104,111,107,11,54,65,51,5,False,1495706866
93,39,60,16,86,77,106,104,23,37,False,1496134898
15,13,49,83,3,34,55,8,27,62,False,1496124532
18,39,16,85,5,77,106,104,23,37,True,1496210702
63,39,16,92,107,11,81,65,51,50,True,1496302394
18,25,55,32,27,74,39,88,100,79,False,1496645826
11,42,55,64,83,8,39,30,60,16,False,1495617103
106,12,62,51,5,8,49,65,27,83,True,1496053081
74,54,55,92,32,11,95,110,29,28,False,1495004662
94,81,55,31,107,80,34,78,103,3,False,1511977284
17,54,69,86,83,11,61,78,50,51,False,1514021749
8,13,97,86,103,46,42,16,51,3,True,1516350867
8,35,69,62,87,34,77,29,64,107,True,1513779065
72,47,57,30,51,109,13,33,3,107,False,1512084199
94,12,98,60,3,18,49,96,27,62,False,1513566413
94,20,29,107,64,93,41,19,37,88,True,1511965720
48,49,78,100,3,12,72,16,84,62,True,1511997208
94,7,78,19,68,12,43,54,107,37,False,1516434855
11,19,13,30,23,81,58,22,60,68,False,1513738877
41,13,69,86,64,109,57,47,100,27,True,1516082357
43,41,19,107,3,77,94,104,103,27,False,1513589494
77,19,65,103,50,18,49,58,30,107,True,1516515931
15,12,69,27,23,43,81,29,60,111,True,1513581470
72,34,66,57,86,67,43,69,51,68,False,1516092307
48,34,108,86,103,11,70,57,27,83,False,1513592917
94,19,65,30,62,39,54,58,16,52,True,1511969219
12,39,33,16,68,77,17,40,30,107,False,1516505521
59,58,49,27,23,72,76,29,16,87,True,1514102410
11,63,65,16,66,54,57,15,88,112,True,1511981651
41,9,53,3,103,48,13,108,64,28,True,1512080031
10,9,78,68,84,63,11,104,112,51,True,1512089194
15,19,78,27,85,48,72,57,107,30,True,1516416617
18,15,29,16,68,1,9,112,65,3,False,1511992819
18,11,38,16,27,13,81,103,68,7,True,1513677923
93,49,78,60,68,48,15,65,30,100,False,1514110529
19,43,29,68,23,94,8,104,87,60,False,1514105974
19,20,78,16,79,63,15,57,107,87,False,1516421072
12,19,22,100,90,34,72,104,51,86,True,1516345644
19,76,69,23,3,63,15,29,86,28,True,1513652464
11,54,55,64,51,8,13,16,75,85,True,1512072395
61,40,81,30,88,98,109,13,27,107,True,1516510415
93,49,108,68,14,34,19,64,92,60,True,1513570827
27,48,78,26,60,76,81,57,16,3,False,1513742278
17,11,60,27,88,77,43,38,68,23,False,1513681803
46,41,57,68,100,11,13,70,51,89,False,1513657234
94,17,104,27,3,12,34,29,62,86,True,1513664606
49,19,78,112,103,17,77,69,87,60,False,1513759337
13,95,29,60,3,114,77,33,103,86,False,1516499182
61,49,13,100,68,34,81,102,107,3,True,1513763874
11,54,104,103,27,72,38,43,16,87,False,1514025667
40,46,6,16,79,13,19,57,26,62,True,1516335758
8,15,104,64,16,9,77,65,27,100,False,1513783100
34,41,43,30,100,109,49,19,50,103,False,1516525337
15,12,69,60,27,10,19,49,68,100,False,1513660921
94,49,104,100,68,43,67,29,107,37,False,1516442911
9,69,81,7,3,48,25,104,100,87,True,1513597022
94,19,57,16,68,10,13,11,27,100,True,1513687621
94,77,88,37,100,19,13,114,60,30,True,1516342589
12,72,55,16,79,4,13,60,37,100,True,1516354791
8,43,108,26,16,15,17,78,7,86,False,1512075349
42,55,15,68,100,109,11,97,51,87,False,1513607054
12,10,13,103,3,109,49,55,87,100,True,1516431401
109,47,57,16,68,94,12,58,27,62,True,1513767681
76,12,13,16,79,94,19,104,100,27,False,1514029911
109,16,13,69,3,33,81,49,51,68,True,1516341677
49,8,16,65,87,109,34,58,3,107,False,1513669563
49,43,104,60,50,48,9,19,16,27,True,1516424907
19,33,49,98,30,77,76,29,114,3,True,1514017746
47,44,64,29,28,59,19,41,37,111,False,1511960231
46,8,65,7,86,39,19,29,68,16,True,1512068404
39,12,57,16,84,109,15,29,86,107,False,1516336050
72,15,57,13,84,81,69,78,51,31,False,1511973557
49,54,103,28,27,72,43,104,60,87,False,1513755334
9,76,38,16,87,10,19,78,64,100,False,1513690031
23,9,68,27,108,22,15,58,16,3,True,1513771298
43,54,64,86,88,109,15,33,16,27,False,1516364671
11,45,57,27,91,72,34,69,51,30,False,1516086302
109,13,88,85,107,94,43,29,100,87,False,1516533580
9,43,78,26,51,46,19,57,27,84,False,1512092606
1,43,97,16,30,94,56,65,60,87,False,1513786438
52,19,47,27,30,43,77,108,86,83,False,1514013356
9,114,69,57,27,48,15,78,100,84,True,1513750595
11,15,60,51,86,41,9,78,16,30,False,1516331879
48,11,65,100,68,109,43,102,88,50,False,1516448004
94,15,78,60,68,12,40,33,107,50,False,1516345772
11,19,29,107,68,15,76,41,30,60,True,1513577717
9,15,13,16,101,39,81,78,110,3,True,1511985322
10,43,69,88,50,11,48,78,100,87,False,1516520938
80,15,29,110,64,17,19,98,51,79,True,1511957179
10,76,13,87,16,48,57,47,14,3,False,1513673346
98,19,38,16,79,12,49,57,30,107,False,1516331372
99,45,96,112,84,98,10,63,5,7,False,1539028483
33,52,77,84,107,67,45,36,7,31,False,1539266747
36,33,53,22,31,63,62,47,3,96,False,1539283721
109,9,19,112,74,36,58,78,20,84,False,1538753142
11,12,78,20,85,73,70,21,19,112,True,1538402735
109,9,106,5,103,99,45,56,7,75,True,1539035895
77,19,10,75,86,63,46,9,3,7,True,1539277168
25,70,33,119,3,12,19,63,21,85,False,1538756291
45,41,9,110,84,73,19,36,107,75,True,1539019057
17,10,36,7,85,12,45,106,112,86,True,1539709464
72,106,38,91,75,9,74,110,6,3,True,1538848871
21,19,9,7,112,49,10,58,20,84,True,1539713474
110,77,83,64,27,17,9,6,119,84,False,1539698592
41,25,96,112,90,106,63,9,5,103,True,1539110388
114,48,63,100,84,61,45,10,7,85,False,1538413642
12,56,78,85,20,61,70,2,110,84,False,1539007408
12,9,58,7,66,33,4,6,112,84,True,1538763676
4,36,25,84,75,46,33,77,19,31,True,1539867964
73,25,96,119,84,34,114,2,110,112,True,1538402756
77,45,84,110,83,70,39,19,90,75,True,1539019168
109,49,65,31,7,106,63,32,112,100,False,1539016979
73,90,2,36,112,34,40,106,66,7,False,1539278997
17,110,41,84,85,109,59,19,112,119,True,1539014959
61,95,65,64,7,57,6,53,3,28,False,1539271209
70,41,45,88,85,109,46,63,7,66,True,1538768805
58,6,74,7,85,12,22,19,119,31,True,1538409780
40,46,19,110,84,70,8,25,7,85,True,1539007731
44,40,110,2,83,55,25,70,19,75,True,1538852226
73,114,96,53,110,98,25,83,112,85,False,1538406093
109,2,23,90,75,54,36,63,88,87,False,1539106436
25,106,19,62,3,109,58,70,7,84,True,1539197811
17,67,58,110,84,22,12,19,62,3,False,1539280792
23,72,96,91,86,63,56,54,7,68,True,1539274344
23,70,110,19,75,46,63,84,52,20,True,1539010373
56,22,19,110,3,25,63,6,20,64,False,1539010993
40,74,72,86,91,46,32,96,68,3,False,1538416860
46,4,81,90,2,17,6,33,53,7,True,1539177615
114,36,19,5,7,12,56,119,69,85,False,1538420066
49,12,45,119,85,8,9,112,104,83,True,1538405681
45,63,106,86,85,59,33,56,110,119,True,1539022074
67,49,36,110,31,73,63,33,2,88,True,1539182597
21,19,78,25,84,46,63,58,7,112,False,1539717026
17,49,33,110,7,25,67,53,86,84,True,1538417313
70,25,7,88,27,61,106,45,97,84,False,1539024822
12,25,19,5,75,109,60,78,110,83,False,1539194398
63,45,106,78,66,11,92,21,28,112,False,1538421354
17,36,58,102,7,109,92,112,65,51,True,1538748381
63,36,22,84,7,73,21,19,27,85,True,1538417061
10,4,63,7,85,6,25,112,96,31,True,1538748587
73,109,33,31,88,22,42,96,84,83,True,1538752866
41,45,110,88,3,61,36,63,119,84,False,1538760438
42,22,112,97,86,109,74,45,7,31,True,1539024043
25,42,90,96,112,36,106,110,86,85,False,1539273943
17,19,93,119,84,59,9,6,88,3,False,1539702218
93,49,36,31,88,109,65,92,119,84,False,1539014831
95,106,63,112,87,34,104,70,21,75,False,1539182789
106,25,78,103,84,12,53,74,36,83,True,1538420232
61,15,65,30,85,63,72,100,78,64,False,1515618314
1,40,49,107,119,8,102,45,103,62,True,1520609504
12,99,15,100,91,63,92,28,30,66,True,1520327331
45,49,108,68,16,72,41,65,66,86,True,1520179319
19,77,15,65,87,72,43,29,27,100,True,1515135378
80,49,19,27,100,39,81,16,64,62,True,1515878528
13,49,57,69,30,15,78,58,16,37,False,1515128419
19,69,77,60,27,72,49,103,101,41,True,1515309007
63,17,69,23,68,13,48,60,27,103,False,1514995064
61,98,65,103,3,63,102,76,100,27,False,1515870581
8,76,102,89,27,10,57,19,3,62,True,1515888549
76,15,69,88,64,11,109,96,28,27,False,1515683434
17,11,29,87,103,34,19,38,30,85,False,1514973802
41,39,29,16,68,8,12,27,7,85,False,1515634393
17,19,104,107,68,72,43,69,38,87,True,1514980678
74,41,69,13,87,48,43,29,103,3,False,1514976584
53,9,76,51,87,49,89,57,103,30,False,1520422195
18,47,53,89,87,94,77,88,27,107,True,1515773299
11,77,104,100,3,41,76,69,27,51,False,1515600636
76,15,19,112,100,39,41,102,27,62,False,1514893349
11,33,58,100,3,63,47,102,64,60,False,1515786814
8,47,38,112,107,72,11,16,27,85,True,1515706618
43,18,29,111,100,48,39,41,87,103,False,1515227153
63,39,65,16,68,41,61,79,103,3,False,1515611016
39,72,108,100,3,49,78,81,103,68,False,1514991606
8,13,33,89,87,23,81,78,27,52,True,1515690165
77,72,78,103,87,8,74,99,68,88,True,1520252084
15,77,66,69,30,18,13,108,27,60,True,1515679268
109,9,57,30,51,8,15,16,97,86,True,1515899408
39,15,2,107,79,12,57,9,87,100,True,1515600313
61,47,19,66,86,2,13,6,51,3,True,1515603641
35,77,57,107,87,48,11,112,65,51,False,1515892036
114,33,43,16,68,109,25,57,103,86,False,1520417363
8,76,78,107,3,72,15,108,88,87,False,1520256242
53,11,63,30,103,15,19,16,31,62,True,1520431040
80,39,33,112,107,8,47,55,30,19,True,1515867223
19,76,41,87,85,94,21,78,100,30,True,1515607236
48,34,78,100,64,19,17,29,16,87,True,1515941884
11,72,65,60,3,8,43,19,62,87,True,1515132153
80,76,13,85,27,72,49,65,16,79,True,1515686572
109,43,88,23,68,113,53,41,16,37,False,1520331167
11,41,88,60,64,34,12,96,62,87,True,1515747452
39,77,78,88,87,38,15,43,51,26,True,1514973640
8,49,29,27,100,72,12,19,86,62,True,1515611048
12,47,58,100,3,1,11,16,65,27,False,1515783145
41,13,58,30,51,39,12,65,100,3,True,1515592875
40,72,69,78,87,76,19,57,7,27,True,1514887259
72,76,29,119,84,94,43,108,60,87,False,1520170674
41,39,78,87,23,43,15,13,27,16,True,1514900746
11,72,102,100,87,12,76,65,27,14,True,1515621579
34,54,62,13,64,1,39,78,100,3,True,1515938774
11,42,58,71,68,39,72,104,60,87,True,1515614425
46,49,65,26,100,11,12,13,27,7,False,1515604899
72,77,29,16,3,12,13,49,50,100,False,1515686475
8,43,102,27,107,34,19,38,83,3,False,1515722517
12,43,55,51,3,106,19,13,78,87,True,1516003317
11,49,78,16,30,17,19,29,28,79,True,1515593691
46,15,86,57,66,48,11,78,62,87,False,1520681252
12,49,16,30,100,8,39,55,23,27,False,1515622539
94,12,13,14,79,49,43,60,85,87,False,1515052536
11,41,103,65,3,34,12,29,51,87,False,1515935326
39,33,15,30,107,11,63,19,88,68,False,1515702051
48,43,88,112,51,9,41,55,100,27,True,1515626360
11,63,19,65,3,39,40,54,51,30,True,1515147162
8,39,55,27,100,48,43,104,16,87,True,1515714778
94,76,69,87,107,19,12,100,57,30,False,1515042022
106,54,47,100,66,80,99,98,90,119,True,1520613397
72,12,27,104,14,43,19,62,65,111,False,1515141133
12,13,57,51,87,9,6,79,103,3,True,1515890831
109,49,78,27,103,12,76,88,107,30,True,1515938922
12,19,76,16,84,18,49,107,65,30,True,1515601652
109,40,29,51,27,59,76,102,100,87,False,1514892371
49,19,29,30,88,89,77,76,62,50,False,1515863302
35,41,78,27,84,94,63,65,103,86,False,1515042971
13,109,15,64,88,11,81,108,87,62,True,1515916969
34,15,13,16,27,77,17,112,49,107,False,1515640768
11,19,79,86,103,34,15,29,16,112,True,1515709548
99,49,78,62,87,19,77,69,100,30,False,1515049822
94,63,39,30,51,17,81,65,64,69,True,1515600381
72,43,108,64,60,89,13,8,16,30,True,1520344966
109,11,65,51,30,94,78,54,28,79,True,1515705055
94,12,100,51,50,8,33,106,27,85,False,1515711193
54,43,16,23,87,72,98,107,88,58,True,1520426928
48,78,49,100,112,63,13,7,69,27,True,1515711610
49,76,29,103,101,48,12,27,13,23,True,1515305628
8,11,38,23,27,72,12,104,60,3,True,1515803286
11,72,71,30,51,63,39,57,16,3,True,1515601185
49,57,77,103,30,39,18,69,27,100,True,1514979955
13,76,81,64,100,80,12,102,79,50,True,1515700559
34,77,78,100,87,12,19,108,103,3,False,1515144376
109,39,16,88,30,19,35,78,86,87,True,1515614295
43,12,19,79,100,94,65,49,103,27,True,1514891069
109,39,69,27,88,42,72,40,16,50,True,1515613710
8,98,13,107,30,109,49,55,62,79,False,1515701454
55,11,54,107,3,48,34,78,27,51,True,1515922714
94,54,16,30,85,109,33,19,100,75,False,1515866506
19,18,69,3,14,81,39,78,62,30,False,1515056549
11,9,29,16,68,94,39,41,30,88,False,1515751405
11,113,19,51,87,43,54,2,86,100,False,1515686120
17,19,69,84,107,80,34,29,16,87,True,1515878770
81,43,102,16,30,48,13,88,69,3,False,1515791892
81,19,57,28,3,49,41,69,86,62,True,1515589582
17,77,65,100,27,109,13,102,107,3,False,1515777263
94,19,58,100,27,1,43,78,16,87,True,1514898139
41,52,65,16,27,11,12,57,3,83,False,1515052739
57,54,40,103,3,15,61,38,90,26,True,1520616958
13,77,57,16,68,72,43,29,88,111,False,1520412927
94,69,104,60,64,43,81,27,78,103,True,1515604045
12,15,89,88,30,114,19,104,69,86,True,1515934887
109,43,78,87,62,94,72,57,27,71,True,1515679326
63,13,69,27,107,114,49,65,100,87,False,1515798823
8,49,19,66,111,72,17,29,5,91,False,1520162081
98,19,72,13,100,109,40,2,91,30,True,1520335709
49,15,78,62,87,48,69,19,3,88,False,1515215647
12,76,102,88,3,80,23,49,28,27,True,1515813479
46,13,20,16,50,109,11,103,51,87,False,1515641931
34,70,16,29,3,94,41,58,30,107,True,1515625530
43,54,69,29,30,72,19,102,87,91,True,1520265622
59,40,29,37,107,109,43,108,16,111,False,1520697990
53,15,109,3,85,61,77,13,27,69,False,1515689972
12,104,72,50,100,82,19,78,85,87,True,1515219327
72,43,88,27,14,109,61,19,62,87,False,1515607436
12,72,16,119,3,10,19,92,103,86,True,1520353501
39,77,38,30,83,19,72,108,62,50,True,1515061298
39,77,78,88,87,94,72,104,100,30,False,1515231760
15,13,12,51,66,94,104,100,90,16,True,1515619341
11,114,88,89,50,74,7,81,27,62,True,1515600080
48,47,13,30,107,109,49,16,68,100,False,1515697402
15,12,58,107,87,8,43,108,28,3,True,1515597419
8,102,19,27,62,34,49,60,83,87,False,1515138565
94,81,51,68,62,11,15,65,16,87,True,1515597615
11,77,69,103,3,72,81,29,51,27,False,1515593610
94,49,38,3,103,12,41,69,86,100,True,1515604545
80,43,38,112,16,93,13,78,103,3,False,1515701479
8,58,49,37,16,43,77,107,65,50,True,1520438434
10,43,58,89,26,109,49,45,103,87,True,1520772945
109,43,27,86,51,35,41,57,16,3,True,1515706261
48,76,100,65,87,15,12,19,85,86,True,1514987107
11,54,29,64,107,80,19,51,58,27,True,1515675750
63,19,7,83,27,12,49,89,65,3,False,1515808500
10,53,102,49,86,12,15,65,103,3,True,1520246259
98,17,78,16,75,19,49,29,103,79,False,1515045457
106,81,29,68,88,114,77,16,13,30,True,1515777817
11,49,108,103,87,19,76,58,27,107,True,1515059370
98,11,55,16,3,13,109,43,51,111,True,1515926279
34,18,65,103,3,8,12,13,16,79,True,1515715134
8,72,66,89,86,54,13,43,100,30,True,1520676940
77,22,104,107,3,12,58,16,13,79,False,1515614994
34,56,69,100,87,61,15,29,23,84,True,1515668516
47,92,19,66,68,94,9,89,69,87,True,1520242079
61,11,65,51,50,78,54,39,66,100,False,1515708069
10,15,102,62,5,12,40,19,66,87,True,1520158763
8,78,58,27,100,39,60,72,112,107,False,1515772845
8,29,13,27,100,39,114,81,89,68,False,1515697318
11,72,86,57,7,48,47,78,30,107,False,1520594849
94,15,65,100,87,63,49,29,30,43,True,1515301209
49,54,57,100,68,114,34,69,103,86,False,1515576000
109,69,19,16,68,74,77,49,103,111,True,1520690648
11,77,29,51,50,15,39,98,27,60,False,1515811717
76,77,41,30,62,94,19,60,103,86,False,1515128420
63,49,103,3,66,11,93,16,51,37,True,1515718990
23,109,58,30,100,77,13,106,68,107,True,1515614849
34,109,78,16,30,13,8,19,100,75,False,1515751849
72,13,88,30,29,54,43,97,16,87,True,1520165979
72,49,38,119,86,109,76,13,100,30,False,1520447694
109,19,16,37,107,11,54,33,30,51,True,1515618509
34,39,100,6,112,12,57,41,16,68,False,1515887907
77,39,102,60,87,11,41,108,65,68,True,1515222609
94,100,57,27,69,34,16,8,85,30,True,1515809267
39,72,66,83,50,98,56,58,60,112,False,1515881676
34,77,33,16,3,113,18,78,103,79,False,1515855627
41,49,69,103,27,48,11,65,100,30,True,1516034769
39,72,57,16,86,114,19,108,92,100,False,1515586086
8,47,45,100,101,61,39,15,27,16,True,1515623185
11,72,96,66,86,10,43,16,103,30,False,1520443080
98,49,2,100,50,19,61,78,69,30,False,1515769806
72,63,102,107,27,94,19,58,50,23,False,1515603439
39,41,104,30,16,94,72,100,65,3,False,1515596653
43,108,81,7,68,53,72,45,103,87,True,1520154293
48,43,78,107,87,72,29,15,101,42,True,1520604323
109,13,57,16,30,8,39,38,86,85,False,1515637976
46,98,78,103,3,11,93,29,22,27,True,1515611725
77,43,58,68,16,12,49,69,86,100,True,1515873610
49,41,15,87,60,109,39,100,65,3,True,1515589336
9,76,16,65,87,11,63,29,100,86,False,1520590279
70,77,29,112,23,10,58,98,107,3,False,1515718732
19,35,78,79,86,76,72,57,88,30,True,1515707201
1,39,65,60,30,94,13,54,100,27,True,1515685780
15,12,88,16,3,77,39,65,107,27,False,1515702238
54,11,16,27,85,35,77,19,112,107,False,1515700993
72,77,69,102,3,17,6,71,28,27,True,1515616797
11,63,85,112,88,80,39,16,103,3,False,1515615192
41,15,55,30,107,34,8,96,100,3,True,1515682126
12,57,43,27,89,48,11,78,62,86,True,1515852381
34,89,77,62,75,18,78,65,100,3,True,1515776218
43,8,88,27,100,109,11,55,86,51,False,1515711852
35,67,108,66,107,19,43,69,112,7,True,1515715741
12,40,29,107,68,48,39,16,89,87,True,1520694800
39,20,62,29,64,19,70,55,103,3,True,1515678931
12,19,65,88,3,49,18,78,60,86,True,1515943024
11,72,38,89,27,42,40,78,16,68,True,1515603816
76,15,69,16,3,109,39,51,30,88,False,1516007224
15,76,38,89,87,10,43,107,78,30,False,1520174478
8,34,49,30,107,12,15,57,100,27,True,1515884853
109,72,57,103,87,95,43,104,91,3,True,1520672567
8,76,65,51,30,49,54,16,68,23,True,1515704112
34,72,33,68,100,94,22,69,16,27,False,1515874059
46,19,78,111,51,11,15,29,16,68,False,1515219275
49,19,29,62,112,77,39,78,103,87,True,1515216122
39,48,16,103,87,34,19,78,110,100,True,1515056192
34,41,15,62,30,11,114,65,87,100,True,1515596902
98,42,108,27,103,12,19,84,69,75,True,1515674489
41,39,69,30,100,72,49,57,107,3,False,1516032090
12,78,58,86,79,11,13,77,87,51,False,1515773129
34,9,69,27,62,19,22,100,58,87,False,1514887211
94,77,39,88,86,11,33,20,100,3,True,1515748085
11,54,100,13,30,72,46,19,88,3,True,1520236855
48,34,78,87,103,8,17,29,100,79,True,1515045485
72,47,78,103,87,48,49,69,79,16,False,1514889504
8,72,19,87,100,48,12,78,3,103,True,1520769605
8,11,16,51,68,54,25,43,28,87,True,1520323325
11,54,102,51,87,34,15,65,112,62,True,1515610857
61,19,96,107,68,48,43,100,65,87,True,1520776577
39,61,54,62,86,72,13,53,103,3,False,1520340338
